META,CODE,Lt_kod,Lt_namn,KommunKod,KommunNamn,Valdistrikt_namn,Röstberättigade totalt,Röstberättigade utländska medborgarskap,Valdeltagande,Moderaterna,Centerpartiet,Folkpartiet,Kristdemokraterna,Miljöpartiet,Socialdemokraterna,Vänsterpartiet,Sverigedemokraterna,Övriga partier,Block Alliansen,Block Rödgröna,Andel 18-29 år ,Andel 30-49 år,Andel 50-64 år,Andel 65- år,Andel utrikes födda,Andel med eftergymnasial utbildning,Medianinkomst
,05830301,05,Östergötlands läns landsting,0583,Motala,Västra Ny,1253,21,84,25,7.7,4.7,5.1,6,37.9,5.4,5.1,2.9,42.6,49.3,11.9,27.2,32.5,28.4,5.5,19.1,233000
,05830401,05,Östergötlands läns landsting,0583,Motala,Godegård,577,15,79.5,12.5,20.8,4.5,7.8,5.8,33.5,8.3,3.8,3.1,45.5,47.5,13.5,29.3,30.8,26.3,6.3,15.8,192000
,05830501,05,Östergötlands läns landsting,0583,Motala,Kristberg,602,15,81.7,30.1,9.5,8.7,4.4,5.4,26.3,6.6,5.6,3.3,52.7,38.4,14.1,28.2,35.7,21.9,4.5,23.1,220000
,05830601,05,Östergötlands läns landsting,0583,Motala,Brunneby 1,1476,21,86.4,25.3,8.4,8.9,7,4.7,35.2,4.6,2.8,3,49.6,44.5,12.6,28.2,26,33.2,4.3,29.9,231000
,05830602,05,Östergötlands läns landsting,0583,Motala,Brunneby 2,1044,23,86.8,28.5,9,7.8,6.7,5.5,29.5,5.3,4.9,2.8,52,40.3,15.6,35.8,27.2,21.4,5.4,31.9,228000
,05830701,05,Östergötlands läns landsting,0583,Motala,Klockrike,518,7,87.5,28,10.1,4.9,4,6.7,31.1,7.6,5.4,2.2,47,45.4,16.2,41.5,21.6,20.7,4.1,24.6,226000
,05830801,05,Östergötlands läns landsting,0583,Motala,Fornåsa-Älvestad,777,6,85.7,25.8,8,4,9.6,3.1,37.2,3.6,6.6,2,47.4,43.9,13.9,38.9,26.3,21,3,18.2,221000
,05831001,05,Östergötlands läns landsting,0583,Motala,Ask-Ekebyborna-Lönsås,821,22,84.8,25.5,10.6,4.4,3.1,5.9,38.4,4.9,4.3,2.9,43.6,49.2,15.5,38.9,29.1,16.6,5.2,21.1,227000
,05832201,05,Östergötlands läns landsting,0583,Motala,Tjällmo,881,19,83.5,21.6,16.6,5.8,5.7,3.3,37.2,4.2,2.8,2.8,49.7,44.7,12,31,27.2,29.7,4.9,14.7,195000
,05832301,05,Östergötlands läns landsting,0583,Motala,Varv/Styra-V Stenby-Fivelst,1093,22,81.9,24.8,9,8.4,5.5,3,37.9,4.4,4.5,2.4,47.7,45.4,16.7,34,31.8,17.5,6,20.1,220000
,05840101,05,Östergötlands läns landsting,0584,Vadstena,Innerstaden,1170,21,87,34.4,5.5,9.9,9.5,8.1,24.3,3.9,2.9,1.5,59.3,36.3,11.9,21.6,24.5,42,5.6,34.3,218000
,05840102,05,Östergötlands läns landsting,0584,Vadstena,Kvissberg, Borgmästarområdet mfl,1199,31,82.2,17.8,3.4,6.7,5,4.8,52.3,3.7,4.1,2.2,32.9,60.8,14.1,23.4,25.4,37.1,6.4,15.8,205000
,05840103,05,Östergötlands läns landsting,0584,Vadstena,Gamla Söder-Nya Söder-Hertingen mfl,1368,37,87,26.3,2.8,4.9,5.5,6.8,44,4.1,3.7,1.8,39.5,54.9,13.5,36.3,29.9,20.3,7.5,22,244000
,05840105,05,Östergötlands läns landsting,0584,Vadstena,Birgitta, Haga, Hagebyhöga, Hov mfl,1411,23,85.3,30.8,8.9,7.3,6,5.8,30.8,4.2,4.1,2,53.1,40.8,13.2,25,27.1,34.7,5.7,28,219000
,05840301,05,Östergötlands läns landsting,0584,Vadstena,Borghamn, Skedet, Rogslösa mfl,929,38,82.1,30,13.9,7.8,7.4,5.9,25.7,3.2,3.9,2.1,59.1,34.9,13.3,26.9,26.4,33.4,7.3,27.7,191000
,05860101,05,Östergötlands läns landsting,0586,Mjölby,Mjölby 1,1147,23,80.3,13.9,4.3,5.8,4.7,4,54.6,5.1,3.1,4.6,28.7,63.7,14.6,17.5,18.7,49.1,8.3,13,180000
,05860102,05,Östergötlands läns landsting,0586,Mjölby,Mjölby 2,1120,34,80,15.4,3.4,4.5,3.4,4.9,55.2,6.6,3.3,3.4,26.7,66.6,17.4,26,19.6,37.1,13.1,12.8,185000
,05860103,05,Östergötlands läns landsting,0586,Mjölby,Mjölby 3,1336,43,76.2,23.8,3.1,6,6.4,4.3,43.3,6.4,3.2,3.4,39.3,54.1,15.3,29.3,24.4,30.9,10.1,18.2,201000
,05860104,05,Östergötlands läns landsting,0586,Mjölby,Mjölby 4,1167,58,72.8,23.3,7.1,4.8,5.2,4.8,43.3,4.4,4.2,3,40.3,52.5,17.7,39.8,25.7,16.8,19.3,24.2,192000
,05860105,05,Östergötlands läns landsting,0586,Mjölby,Mjölby 5,1646,29,80.3,22.1,3.9,7.5,6.8,5.7,43.3,4.3,3.4,2.9,40.3,53.4,18.7,30.1,23.4,27.8,7.8,22.5,219000
,05860106,05,Östergötlands läns landsting,0586,Mjölby,Mjölby 6,1169,17,76.1,20.9,3.7,8.5,4.7,8.9,39.2,8.4,2.7,3,37.8,56.5,29.7,27.3,17.8,25.2,5,20.5,202000
,05860107,05,Östergötlands läns landsting,0586,Mjölby,Mjölby 7,1639,17,86.4,28.3,4.1,6.8,6.1,6.1,37.5,5.4,3,2.5,45.4,49,19.7,37.9,25.8,16.6,5.1,26.8,248000
,05860201,05,Östergötlands läns landsting,0586,Mjölby,Högby,1427,31,82.5,22.5,6.1,5.1,3.8,4.4,45.5,5.1,3,4.5,37.5,55,14.1,30.4,28.5,27,7.1,17.8,222000
,05860301,05,Östergötlands läns landsting,0586,Mjölby,Skänninge 1,1120,18,81.7,17.3,5.9,3.8,6.5,4.3,50.3,4.7,2.5,4.7,33.6,59.3,13.5,33.5,20.2,32.9,4.7,13.4,200000
,05860302,05,Östergötlands läns landsting,0586,Mjölby,Skänninge 2,943,30,80.8,31.5,12.3,4.4,4.2,2.9,32.3,5.4,4.7,2.3,52.4,40.6,15.9,34.4,26.6,23.1,5.7,22.3,222000
,05860303,05,Östergötlands läns landsting,0586,Mjölby,Skänninge 3,1007,27,80.1,17.3,7.2,4.2,5.7,3.8,50.4,4.2,3.7,3.7,34.3,58.3,18.3,28.5,24.5,28.7,5.7,12.7,200000
,05860701,05,Östergötlands läns landsting,0586,Mjölby,Herrb-Norml-Skepps-Vallerst,744,15,83.7,34.4,13.3,5.4,7.7,7.7,19,4.7,4.6,3.3,60.7,31.4,17.5,36.6,29.6,16.4,4.7,30.5,229000
,05861001,05,Östergötlands läns landsting,0586,Mjölby,Appuna-Hogst-Kumla-Väderst,1248,16,84.9,29.1,13.4,4.8,7.7,4,33.2,3.4,2.7,1.7,55,40.5,12.5,33.2,28.3,26,3.4,18.1,217000
,05861401,05,Östergötlands läns landsting,0586,Mjölby,Sya-V Harg-Ö Tollstad,1239,20,84.5,24.5,12.5,8,6.2,6,28.8,6.4,3.9,3.7,51.2,41.2,15.5,38.5,27,19,3.6,23.3,224000
,05861701,05,Östergötlands läns landsting,0586,Mjölby,Viby,1588,27,80.5,24.2,6.7,13.4,5.9,4.6,34.3,3.8,4.4,2.7,50.2,42.7,14.7,36.9,23.9,24.4,4.1,22.3,233000
,05861801,05,Östergötlands läns landsting,0586,Mjölby,Veta,1791,18,84.2,24.9,5.2,13.2,5.7,4.7,36.2,2.8,3.8,3.4,49.1,43.7,13.6,39.3,27.7,19.4,4,25.8,253000
