gov-unnamed-3-party,gov-unnamed-1-seats,gov-Utbildningsminister-name,gov-Utbildningsminister-party,gov-Finansminister-name,seatsInParliament-FP,gov-Statsminister-name,seatsInParliament-M,seatsInParliament-S,LKFV,seatsInParliament-V,seatsInParliament-SD,gov-Utrikesminister-name,gov-unnamed-0-seats,seatsInParliament-C,gov-unnamed-1-party,gov-Finansminister-party,gov-unnamed-3-seats,gov-unnamed-0-party,gov-unnamed-2-party,gov-Statsminister-party,gov-unnamed-2-seats,VDNAMN,seatsInParliament-MP,gov-Utrikesminister-party,seatsInParliament-KD,seatsInParliament-PP,seatsInParliament-SPI,seatsInParliament-OVR
,3,Tomas Tobé,M,Anders Wijkman,39,Fredrik Reinfeldt,111,88,01801710,20,,Cecilia Wikström,11,25,FP,KD,,M,KD,M,2,Sofia 10 Vintertullen,40,FP,26,,,
C,8,Ulrika Carlsson,C,Birgitta Olsson,32,Fredrik Reinfeldt,96,81,01801711,43,,Bodil Ceballos,4,21,M,FP,1,MP,FP,M,2,Sofia 11 Vitabergsparken mm,60,MP,16,,,
,2,Jan Björklund,FP,Anders Borg,34,Fredrik Reinfeldt,145,53,01801712,24,,Cecilia Wikström,14,25,FP,M,,M,,M,,Sofia 12 Danviksklippan,46,FP,22,,,
,,Tomas Tobé,M,Anders Borg,43,Fredrik Reinfeldt,183,36,01801713,,,Carl Bildt,16,39,,M,,M,,M,,Sofia 13 Sickla udde,32,M,16,,,
,2,Jan Björklund,FP,Anders Borg,44,Fredrik Reinfeldt,162,48,01801714,,,Cecilia Wikström,14,32,FP,M,,M,,M,,Sofia 14 Sickla kanal,42,FP,21,,,
,2,Jan Björklund,FP,Anders Borg,36,Fredrik Reinfeldt,149,54,01801715,22,,Cecilia Wikström,14,32,FP,M,,M,,M,,Sofia 15 Hammarby gård,56,FP,,,,
,2,Jan Björklund,FP,Anders Borg,48,Fredrik Reinfeldt,169,36,01801716,,,Cecilia Wikström,14,41,FP,M,,M,,M,,Sofia 16 Sickla sluss,38,FP,17,,,
,2,Jan Björklund,FP,Anders Borg,33,Fredrik Reinfeldt,155,52,01801717,15,,Cecilia Wikström,14,29,FP,M,,M,,M,,Sofia 17 Sickla park-Lugnet,49,FP,16,,,
C,8,Ulrika Carlsson,C,Birgitta Olsson,26,Fredrik Reinfeldt,95,88,01801718,50,,Bodil Ceballos,6,21,M,FP,1,MP,FP,M,1,Sofia 18 Rutger Fuchsgatan mm,69,MP,,,,
C,7,Ulrika Carlsson,C,Birgitta Olsson,31,Fredrik Reinfeldt,84,83,01801719,60,,Bodil Ceballos,6,17,M,FP,1,MP,FP,M,2,Sofia 19 Blecktornet,74,MP,,,,
C,7,Ulrika Carlsson,C,Birgitta Olsson,33,Fredrik Reinfeldt,99,63,01801720,49,,Bodil Ceballos,6,28,M,FP,1,MP,FP,M,2,Sofia 20 Klippgatan mm,77,MP,,,,
,2,Jan Björklund,FP,Anders Borg,42,Fredrik Reinfeldt,155,41,01801801,21,,Cecilia Wikström,14,38,FP,M,,M,,M,,Kungsholm 1 Ture Nermans gränd mm,31,FP,21,,,
,2,Jan Björklund,FP,Anders Borg,43,Fredrik Reinfeldt,155,38,01801802,15,,Cecilia Wikström,14,35,FP,M,,M,,M,,Kungsholm 2 Pontonjärparken,35,FP,28,,,
,2,Jan Björklund,FP,Anders Borg,47,Fredrik Reinfeldt,166,34,01801803,17,,Cecilia Wikström,14,33,FP,M,,M,,M,,Kungsholm 3 Celsiusgatan mm,36,FP,16,,,
,2,Jan Björklund,FP,Anders Borg,48,Fredrik Reinfeldt,174,36,01801804,,,Cecilia Wikström,14,38,FP,M,,M,,M,,Kungsholm 4 S:t Eriksområdet Ö,26,FP,27,,,
,2,Tomas Tobé,M,Anders Wijkman,30,Fredrik Reinfeldt,139,46,01801805,21,15,Cecilia Wikström,12,27,FP,KD,,M,KD,M,2,Kungsholm 5 Polishuset,42,FP,29,,,
,2,Jan Björklund,FP,Anders Borg,41,Fredrik Reinfeldt,163,48,01801806,,,Cecilia Wikström,14,41,FP,M,,M,,M,,Kungsholm 6 Kungsholmstorg V,33,FP,23,,,
,,Tomas Tobé,M,Anders Borg,37,Fredrik Reinfeldt,188,29,01801807,,,Carl Bildt,16,38,,M,,M,,M,,Kungsholm 7 Kungsholmstorg Ö,26,M,31,,,
,2,Jan Björklund,FP,Anders Borg,46,Fredrik Reinfeldt,163,31,01801808,,,Cecilia Wikström,14,41,FP,M,,M,,M,,Kungsholm 8 Piperska muren,40,FP,28,,,
,2,Jan Björklund,FP,Anders Borg,44,Fredrik Reinfeldt,161,40,01801809,,,Cecilia Wikström,14,42,FP,M,,M,,M,,Kungsholm 9 Kungsklippan mm,39,FP,23,,,
,,Tomas Tobé,M,Anders Borg,45,Fredrik Reinfeldt,178,48,01801810,,,Carl Bildt,16,28,,M,,M,,M,,Kungsholm 10 Kungsholms kyrka,26,M,24,,,
,3,Jan Björklund,FP,Anders Borg,48,Fredrik Reinfeldt,159,48,01801811,,,Cecilia Wikström,13,32,FP,M,,M,,M,,Kungsholm 11 S:t Eriksområdet V,33,FP,29,,,
,2,Jan Björklund,FP,Anders Borg,43,Fredrik Reinfeldt,174,32,01801812,,,Cecilia Wikström,14,34,FP,M,,M,,M,,Kungsholm 12 Rådhuset,40,FP,26,,,
,2,Jan Björklund,FP,Anders Borg,38,Fredrik Reinfeldt,158,42,01801813,,,Cecilia Wikström,14,44,FP,M,,M,,M,,Kungsholm 13 John Ericssonsgatan mm,35,FP,32,,,
,2,Tomas Tobé,M,Anders Wijkman,31,Fredrik Reinfeldt,140,56,01801901,27,,Cecilia Wikström,13,27,FP,KD,,M,KD,M,1,S:t Göran 1 Fredhäll S,51,FP,17,,,
,2,Jan Björklund,FP,Anders Borg,37,Fredrik Reinfeldt,160,51,01801902,,,Cecilia Wikström,14,30,FP,M,,M,,M,,S:t Göran 2 Fredhäll N,51,FP,20,,,
,2,Tomas Tobé,M,Anders Wijkman,34,Fredrik Reinfeldt,133,42,01801903,28,,Cecilia Wikström,12,28,FP,KD,,M,KD,M,2,S:t Göran 3 Fredhäll V,55,FP,29,,,
,3,Tomas Tobé,M,Martin Ådahl,36,Fredrik Reinfeldt,132,62,01801904,29,,Cecilia Wikström,11,29,FP,C,,M,C,M,2,S:t Göran 4 Kristineberg V,61,FP,,,,
,3,Jan Björklund,FP,Anders Borg,43,Fredrik Reinfeldt,148,42,01801905,19,,Cecilia Wikström,13,33,FP,M,,M,,M,,S:t Göran 5 Kristinebergs strand,45,FP,19,,,
,2,Jan Björklund,FP,Anders Borg,31,Fredrik Reinfeldt,144,69,01801906,24,,Cecilia Wikström,14,25,FP,M,,M,,M,,S:t Göran 6 Kristineberg Ö,40,FP,16,,,
,2,Tomas Tobé,M,Anders Wijkman,31,Fredrik Reinfeldt,142,58,01801907,29,,Cecilia Wikström,13,23,FP,KD,,M,KD,M,1,S:t Göran 7 Marieberg S,46,FP,20,,,
,3,Jan Björklund,FP,Anders Borg,51,Fredrik Reinfeldt,162,36,01801908,,,Cecilia Wikström,13,31,FP,M,,M,,M,,S:t Göran 8 Rålambshov,37,FP,32,,,
C,3,Ulrika Carlsson,C,Anders Wijkman,33,Fredrik Reinfeldt,115,75,01801909,23,15,Cecilia Wikström,11,19,FP,KD,1,M,KD,M,1,S:t Göran 9 Stadshagen N,54,FP,15,,,
,1,Jan Björklund,FP,Anders Borg,31,Fredrik Reinfeldt,153,38,01801910,24,,Cecilia Wikström,15,34,FP,M,,M,,M,,S:t Göran 10 Östra S:t Göran NV,47,FP,22,,,
,1,Jan Björklund,FP,Anders Borg,32,Fredrik Reinfeldt,164,43,01801911,16,,Cecilia Wikström,15,35,FP,M,,M,,M,,S:t Göran 11 Östra S:t Göran N,39,FP,20,,,
,2,Jan Björklund,FP,Anders Borg,40,Fredrik Reinfeldt,151,52,01801912,18,,Cecilia Wikström,14,27,FP,M,,M,,M,,S:t Göran 12 Östra S:t Göran V,34,FP,27,,,
,2,Jan Björklund,FP,Anders Borg,43,Fredrik Reinfeldt,149,46,01801913,20,,Cecilia Wikström,14,30,FP,M,,M,,M,,S:t Göran 13 Östra S:t Göran C,41,FP,20,,,
,1,Jan Björklund,FP,Anders Borg,36,Fredrik Reinfeldt,174,38,01801914,18,,Cecilia Wikström,15,32,FP,M,,M,,M,,S:t Göran 14 Östra S:t Göran NÖ,31,FP,20,,,
,3,Jan Björklund,FP,Anders Borg,42,Fredrik Reinfeldt,143,43,01801915,19,,Cecilia Wikström,13,38,FP,M,,M,,M,,S:t Göran 15 Östra S:t Göran Ö,46,FP,18,,,
,2,Jan Björklund,FP,Anders Borg,45,Fredrik Reinfeldt,171,39,01801916,,,Cecilia Wikström,14,35,FP,M,,M,,M,,S:t Göran 16 Östra S:t Göran SV,34,FP,25,,,
,2,Jan Björklund,FP,Anders Borg,47,Fredrik Reinfeldt,168,38,01801917,,,Cecilia Wikström,14,39,FP,M,,M,,M,,S:t Göran 17 Östra S:t Göran S,36,FP,21,,,
,2,Jan Björklund,FP,Anders Borg,34,Fredrik Reinfeldt,157,51,01801918,17,,Cecilia Wikström,14,32,FP,M,,M,,M,,S:t Göran 18 Flemingtorget,37,FP,21,,,
,,Tomas Tobé,M,Anders Borg,39,Fredrik Reinfeldt,199,30,01801919,,,Carl Bildt,16,34,,M,,M,,M,,S:t Göran 19 Sankt Görans sjukhus,24,M,23,,,
,,Tomas Tobé,M,Anders Borg,42,Fredrik Reinfeldt,175,46,01801920,,,Carl Bildt,16,33,,M,,M,,M,,S:t Göran 20 Västermalmsgallerian,34,M,19,,,
,3,Tomas Tobé,M,Anders Wijkman,38,Fredrik Reinfeldt,126,51,01801921,23,,Cecilia Wikström,12,32,FP,KD,,M,KD,M,1,S:t Göran 21 Fredhällsparken,56,FP,23,,,
,2,Jan Björklund,FP,Anders Borg,41,Fredrik Reinfeldt,157,34,01801922,16,,Cecilia Wikström,14,33,FP,M,,M,,M,,S:t Göran 22 Smedsudden,36,FP,32,,,
,3,Tomas Tobé,M,Anders Wijkman,39,Fredrik Reinfeldt,133,50,01801923,19,,Cecilia Wikström,12,28,FP,KD,,M,KD,M,1,S:t Göran 23 Thorildsplan,64,FP,16,,,
,,Tomas Tobé,M,Anders Borg,54,Fredrik Reinfeldt,178,32,01801924,,,Carl Bildt,16,31,,M,,M,,M,,S:t Göran 24 Östra Hornsberg,31,M,23,,,
,3,Ibrahim Baylan,S,Ulla Andersson,20,Stefan Löfven,84,109,01802101,46,17,Bodil Ceballos,9,,V,V,,S,MP,S,4,Brännkyrka 1 Västertorp N,56,MP,17,,,
,3,Ibrahim Baylan,S,Ulla Andersson,24,Stefan Löfven,92,113,01802102,39,21,Bodil Ceballos,8,,V,V,,S,MP,S,5,Brännkyrka 2 Västertorp Ö,60,MP,,,,
C,8,Ulrika Carlsson,C,Birgitta Olsson,29,Fredrik Reinfeldt,104,100,01802103,37,,Bodil Ceballos,5,17,M,FP,1,MP,FP,M,2,Brännkyrka 3 Västertorp S,62,MP,,,,
,3,Ibrahim Baylan,S,Åsa Romson,21,Stefan Löfven,92,127,01802104,42,26,Hans Linde,10,,V,MP,,S,MP,S,3,Brännkyrka 4 Västertorp V,41,V,,,,
,11,Tomas Tobé,M,Birgitta Olsson,26,Fredrik Reinfeldt,125,106,01802105,36,20,Bodil Ceballos,3,,M,FP,,MP,FP,M,2,Brännkyrka 5 Fruängen Ö,36,MP,,,,
,2,Ibrahim Baylan,S,Ulla Andersson,25,Stefan Löfven,110,110,01802106,32,20,Bodil Ceballos,10,,V,V,,S,MP,S,4,Brännkyrka 6 Fruängen C,52,MP,,,,
KD,10,Göran Hägglund,KD,Birgitta Olsson,27,Fredrik Reinfeldt,118,101,01802107,26,15,Bodil Ceballos,3,,M,FP,1,MP,FP,M,2,Brännkyrka 7 Fruängen V,44,MP,18,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,32,Fredrik Reinfeldt,116,97,01802108,31,,Cecilia Wikström,12,19,FP,KD,1,M,KD,M,1,Brännkyrka 8 Fruängen S,34,FP,20,,,
,,Tomas Tobé,M,Anders Borg,33,Fredrik Reinfeldt,190,41,01802109,,,Carl Bildt,16,26,,M,,M,,M,,Brännkyrka 9 Herrängen V,34,M,25,,,
,2,Jan Björklund,FP,Anders Borg,46,Fredrik Reinfeldt,163,57,01802110,,,Cecilia Wikström,14,23,FP,M,,M,,M,,Brännkyrka 10 Långbro sjukhus,37,FP,23,,,
,,Tomas Tobé,M,Anders Borg,47,Fredrik Reinfeldt,183,36,01802111,,,Carl Bildt,16,29,,M,,M,,M,,Brännkyrka 11 Långsjö S,33,M,21,,,
,2,Jan Björklund,FP,Anders Borg,39,Fredrik Reinfeldt,156,50,01802112,19,,Cecilia Wikström,14,26,FP,M,,M,,M,,Brännkyrka 12 Långsjö N,37,FP,22,,,
,2,Jan Björklund,FP,Anders Borg,45,Fredrik Reinfeldt,169,48,01802113,,,Cecilia Wikström,14,29,FP,M,,M,,M,,Brännkyrka 13 Långbro S,37,FP,21,,,
,2,Jan Björklund,FP,Anders Borg,36,Fredrik Reinfeldt,159,63,01802114,18,,Cecilia Wikström,14,18,FP,M,,M,,M,,Brännkyrka 14 Långbro V,33,FP,22,,,
,2,Jan Björklund,FP,Anders Borg,33,Fredrik Reinfeldt,143,71,01802115,18,15,Cecilia Wikström,14,19,FP,M,,M,,M,,Brännkyrka 15 Långbro Ö,30,FP,20,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,27,Fredrik Reinfeldt,119,101,01802116,28,,Cecilia Wikström,12,19,FP,KD,1,M,KD,M,1,Brännkyrka 16 Solberga SV,36,FP,19,,,
,3,Ibrahim Baylan,S,Ulla Andersson,21,Stefan Löfven,97,120,01802117,44,19,Bodil Ceballos,9,,V,V,,S,MP,S,4,Brännkyrka 17 Solberga NV,48,MP,,,,
,2,Ibrahim Baylan,S,Ulla Andersson,23,Stefan Löfven,94,119,01802118,34,25,Bodil Ceballos,10,,V,V,,S,MP,S,4,Brännkyrka 18 Solberga NÖ,54,MP,,,,
C,10,Ulrika Carlsson,C,Birgitta Olsson,32,Fredrik Reinfeldt,114,109,01802119,28,,Bodil Ceballos,4,16,M,FP,0,MP,FP,M,2,Brännkyrka 19 Solberga mellersta,50,MP,,,,
,2,Tomas Tobé,M,Anders Wijkman,34,Fredrik Reinfeldt,136,71,01802120,18,,Cecilia Wikström,12,32,FP,KD,,M,KD,M,2,Brännkyrka 20 Liseberg,29,FP,29,,,
,1,Jan Björklund,FP,Anders Borg,28,Fredrik Reinfeldt,148,66,01802121,16,16,Cecilia Wikström,15,21,FP,M,,M,,M,,Brännkyrka 21 Örby Slott,36,FP,18,,,
,2,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,86,174,01802122,33,,Bodil Ceballos,14,,MP,S,,S,,S,,Brännkyrka 22 Östberga S,38,MP,,,,
C,11,Ulrika Carlsson,C,Birgitta Olsson,26,Fredrik Reinfeldt,123,105,01802123,26,16,Bodil Ceballos,2,17,M,FP,1,MP,FP,M,2,Brännkyrka 23 Östberga Ö,36,MP,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,16,Stefan Löfven,72,174,01802124,38,16,Bodil Ceballos,15,,MP,S,,S,,S,,Brännkyrka 24 Östberga N,33,MP,,,,
,3,Jan Björklund,FP,Anders Borg,43,Fredrik Reinfeldt,141,62,01802301,17,,Cecilia Wikström,13,24,FP,M,,M,,M,,Vantör 1 Stureby N,42,FP,20,,,
C,3,Ulrika Carlsson,C,Anders Wijkman,32,Fredrik Reinfeldt,110,69,01802302,33,18,Cecilia Wikström,11,20,FP,KD,1,M,KD,M,1,Vantör 2 Stureby V,45,FP,22,,,
,2,Jan Björklund,FP,Anders Borg,38,Fredrik Reinfeldt,157,41,01802303,18,,Cecilia Wikström,14,29,FP,M,,M,,M,,Vantör 3 Stureby Ö,39,FP,27,,,
C,9,Ulrika Carlsson,C,Birgitta Olsson,24,Fredrik Reinfeldt,110,106,01802304,30,,Bodil Ceballos,5,18,M,FP,1,MP,FP,M,1,Vantör 4 Stureby S,61,MP,,,,
,3,Ibrahim Baylan,S,Ulla Andersson,23,Stefan Löfven,96,108,01802305,44,21,Bodil Ceballos,8,,V,V,,S,MP,S,5,Vantör 5 Bandhagen Ö,57,MP,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,19,Stefan Löfven,72,132,01802306,53,23,Bodil Ceballos,13,,MP,S,,S,,S,,Vantör 6 Bandhagen mellersta,50,MP,,,,
,9,Tomas Tobé,M,Birgitta Olsson,25,Fredrik Reinfeldt,99,97,01802307,43,25,Bodil Ceballos,5,,M,FP,,MP,FP,M,2,Vantör 7 Bandhagen V,60,MP,,,,
,4,Ibrahim Baylan,S,Åsa Romson,18,Stefan Löfven,71,128,01802308,62,26,Hans Linde,9,,V,MP,,S,MP,S,3,Vantör 8 Högdalen Ö,44,V,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,22,Stefan Löfven,68,140,01802309,53,20,Bodil Ceballos,13,,MP,S,,S,,S,,Vantör 9 Högdalen mellersta,46,MP,,,,
,3,Ibrahim Baylan,S,Åsa Romson,30,Stefan Löfven,112,113,01802310,34,23,Hans Linde,10,,V,MP,,S,MP,S,3,Vantör 10 Högdalen V,37,V,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,19,Stefan Löfven,81,142,01802311,40,21,Bodil Ceballos,13,,MP,S,,S,,S,,Vantör 11 Högdalen S,46,MP,,,,
,3,Ibrahim Baylan,S,Åsa Romson,27,Stefan Löfven,108,114,01802312,39,19,Hans Linde,10,,V,MP,,S,MP,S,3,Vantör 12 Högdalen N,42,V,,,,
,1,Jan Björklund,FP,Anders Borg,29,Fredrik Reinfeldt,170,63,01802313,,16,Cecilia Wikström,15,18,FP,M,,M,,M,,Vantör 13 Örby V,35,FP,18,,,
,,Tomas Tobé,M,Anders Borg,41,Fredrik Reinfeldt,176,49,01802314,,,Carl Bildt,16,23,,M,,M,,M,,Vantör 14 Örby S,37,M,23,,,
,1,Jan Björklund,FP,Anders Borg,32,Fredrik Reinfeldt,171,53,01802315,20,,Cecilia Wikström,15,21,FP,M,,M,,M,,Vantör 15 Örby N,29,FP,23,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,37,194,01802316,56,17,Jan Eliasson,16,,,S,,S,,S,,Vantör 16 Rågsved Ö,45,S,,,,
,4,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,69,137,01802317,48,24,Bodil Ceballos,12,,MP,S,,S,,S,,Vantör 17 Rågsved SV,53,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,62,200,01802318,37,16,Jan Eliasson,16,,,S,,S,,S,,Vantör 18 Rågsved N,34,S,,,,
,2,Mats Pertoft,MP,Magdalena Andersson,26,Stefan Löfven,84,152,01802319,38,16,Bodil Ceballos,14,,MP,S,,S,,S,,Vantör 19 Rågsved V,33,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,63,192,01802320,40,17,Jan Eliasson,16,,,S,,S,,S,,Vantör 20 Rågsved S,37,S,,,,
,12,Tomas Tobé,M,Birgitta Olsson,24,Fredrik Reinfeldt,131,107,01802321,22,27,Bodil Ceballos,3,,M,FP,,MP,FP,M,1,Vantör 21 Hagsätra C,38,MP,,,,
,2,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,82,146,01802322,41,23,Bodil Ceballos,14,,MP,S,,S,,S,,Vantör 22 Hagsätra Ö,39,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,17,Stefan Löfven,48,192,01802323,51,20,Jan Eliasson,16,,,S,,S,,S,,Vantör 23 Hagsätra mellersta,21,S,,,,
KD,10,Göran Hägglund,KD,Åsa Romson,34,Fredrik Reinfeldt,110,106,01802324,23,26,Cecilia Wikström,2,,M,MP,1,MP,FP,M,3,Vantör 24 Hagsätra V,33,FP,17,,,
,2,Mats Pertoft,MP,Magdalena Andersson,16,Stefan Löfven,78,160,01802325,32,26,Bodil Ceballos,14,,MP,S,,S,,S,,Vantör 25 Hagsätra N,37,MP,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,60,196,01802326,45,17,Jan Eliasson,16,,,S,,S,,S,,Vantör 26 Rågsved NV,31,S,,,,
C,9,Ulrika Carlsson,C,Birgitta Olsson,27,Fredrik Reinfeldt,104,74,01802501,35,15,Bodil Ceballos,4,22,M,FP,1,MP,FP,M,1,Farsta 1 Svedmyra N,56,MP,16,,,
,5,Mats Pertoft,MP,Magdalena Andersson,24,Stefan Löfven,83,122,01802502,39,18,Bodil Ceballos,11,,MP,S,,S,,S,,Farsta 2 Svedmyra S,63,MP,,,,
,3,Ibrahim Baylan,S,Ulla Andersson,30,Stefan Löfven,99,113,01802503,36,,Bodil Ceballos,9,17,V,V,,S,MP,S,4,Farsta 3 Tallkrogen N,54,MP,,,,
,1,Jan Björklund,FP,Anders Borg,29,Fredrik Reinfeldt,154,69,01802504,21,,Cecilia Wikström,15,20,FP,M,,M,,M,,Farsta 4 Tallkrogen S,37,FP,19,,,
C,9,Ulrika Carlsson,C,Birgitta Olsson,22,Fredrik Reinfeldt,106,93,01802505,33,20,Bodil Ceballos,5,16,M,FP,1,MP,FP,M,1,Farsta 5 Gubbängen Ö,59,MP,,,,
,6,Mats Pertoft,MP,Magdalena Andersson,25,Stefan Löfven,103,104,01802506,45,,Bodil Ceballos,10,,MP,S,,S,,S,,Farsta 6 Gubbängen S,72,MP,,,,
,2,Ibrahim Baylan,S,Ulla Andersson,33,Stefan Löfven,101,101,01802507,31,19,Bodil Ceballos,8,,V,V,,S,MP,S,6,Farsta 7 Gubbängen V,64,MP,,,,
,4,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,78,133,01802508,45,23,Bodil Ceballos,12,,MP,S,,S,,S,,Farsta 8 Hökarängen Ö,52,MP,,,,
,2,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,73,150,01802509,42,24,Bodil Ceballos,14,,MP,S,,S,,S,,Farsta 9 Hökarängen C,42,MP,,,,
,4,Mats Pertoft,MP,Magdalena Andersson,19,Stefan Löfven,78,125,01802510,46,25,Bodil Ceballos,12,,MP,S,,S,,S,,Farsta 10 Hökarängen N,56,MP,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,18,Stefan Löfven,57,140,01802511,57,27,Bodil Ceballos,13,,MP,S,,S,,S,,Farsta 11 Hökarängen S,50,MP,,,,
,3,Mats Pertoft,MP,Magdalena Andersson,20,Stefan Löfven,69,143,01802512,44,22,Bodil Ceballos,13,,MP,S,,S,,S,,Farsta 12 Hökarängen-Fagersjö,51,MP,,,,
,1,Mats Pertoft,MP,Magdalena Andersson,19,Stefan Löfven,85,148,01802513,39,27,Bodil Ceballos,15,,MP,S,,S,,S,,Farsta 13 Fagersjö,31,MP,,,,
C,8,Ulrika Carlsson,C,Birgitta Olsson,27,Fredrik Reinfeldt,100,91,01802514,28,16,Bodil Ceballos,4,21,M,FP,1,MP,FP,M,2,Farsta 14 Tallkrogen V,50,MP,16,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,27,Fredrik Reinfeldt,119,95,01802515,21,17,Cecilia Wikström,12,15,FP,KD,1,M,KD,M,1,Farsta 15 Farsta Strand V,36,FP,19,,,
,3,Mats Pertoft,MP,Magdalena Andersson,22,Stefan Löfven,71,139,01802516,48,24,Bodil Ceballos,13,,MP,S,,S,,S,,Farsta 16 Farsta Strand C,45,MP,,,,
,2,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,72,163,01802517,33,21,Bodil Ceballos,14,,MP,S,,S,,S,,Farsta 17 Farsta Strand Ö,42,MP,18,,,
,2,Tomas Tobé,M,Anders Wijkman,30,Fredrik Reinfeldt,137,93,01802518,26,,Cecilia Wikström,13,,FP,KD,,M,KD,M,1,Farsta 18 Larsboda,44,FP,19,,,
,2,Mats Pertoft,MP,Magdalena Andersson,23,Stefan Löfven,69,151,01802519,42,23,Bodil Ceballos,14,,MP,S,,S,,S,,Farsta 19 Farsta S,41,MP,,,,
,3,Ibrahim Baylan,S,Åsa Romson,21,Stefan Löfven,98,125,01802520,38,24,Hans Linde,10,,V,MP,,S,MP,S,3,Farsta 20 Farsta Ö,43,V,,,,
,3,Ibrahim Baylan,S,Åsa Romson,19,Stefan Löfven,103,137,01802521,37,24,Hans Linde,11,,V,MP,,S,MP,S,2,Farsta 21 Farsta C,29,V,,,,
,3,Ibrahim Baylan,S,Åsa Romson,20,Stefan Löfven,108,120,01802522,36,21,Hans Linde,10,,V,MP,,S,MP,S,3,Farsta 22 Farsta N,44,V,,,,
,2,Mats Pertoft,MP,Magdalena Andersson,23,Stefan Löfven,77,156,01802523,35,23,Bodil Ceballos,14,,MP,S,,S,,S,,Farsta 23 Farsta SV,35,MP,,,,
KD,10,Göran Hägglund,KD,Birgitta Olsson,29,Fredrik Reinfeldt,116,102,01802524,17,14,Bodil Ceballos,3,14,M,FP,0,MP,FP,M,2,Farsta 24 Farsta V,42,MP,15,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,32,Fredrik Reinfeldt,125,80,01802525,21,17,Cecilia Wikström,12,15,FP,KD,1,M,KD,M,1,Farsta 25 Sköndal V,44,FP,15,,,
,2,Jan Björklund,FP,Anders Borg,42,Fredrik Reinfeldt,164,52,01802526,,,Cecilia Wikström,14,25,FP,M,,M,,M,,Farsta 26 Sköndal N,29,FP,37,,,
,3,Tomas Tobé,M,Anders Wijkman,34,Fredrik Reinfeldt,124,89,01802527,22,14,Cecilia Wikström,12,16,FP,KD,,M,KD,M,1,Farsta 27 Sköndal S,31,FP,19,,,
,3,Tomas Tobé,M,Anders Wijkman,45,Fredrik Reinfeldt,117,79,01802528,15,,Cecilia Wikström,10,18,FP,KD,,M,KD,M,3,Farsta 28 Sköndal Ö,31,FP,44,,,
KD,11,Göran Hägglund,KD,Birgitta Olsson,23,Fredrik Reinfeldt,108,107,01802529,25,27,Bodil Ceballos,3,,M,FP,1,MP,FP,M,1,Farsta 29 Sköndal mellersta,40,MP,19,,,
,2,Ibrahim Baylan,S,Åsa Romson,24,Stefan Löfven,102,132,01802530,31,16,Hans Linde,12,,V,MP,,S,MP,S,2,Farsta 30 Farsta mellersta,27,V,17,,,
,2,Jan Björklund,FP,Anders Borg,37,Fredrik Reinfeldt,139,55,01802701,16,,Cecilia Wikström,14,28,FP,M,,M,,M,,Bromma 1 Abrahamsberg S,58,FP,16,,,
,3,Tomas Tobé,M,Anders Wijkman,34,Fredrik Reinfeldt,136,61,01802702,18,,Cecilia Wikström,12,22,FP,KD,,M,KD,M,1,Bromma 2 Abrahamsberg N,62,FP,16,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,31,Fredrik Reinfeldt,120,58,01802703,22,15,Cecilia Wikström,12,20,FP,KD,1,M,KD,M,1,Bromma 3 Åkeslund Ö,61,FP,22,,,
,2,Tomas Tobé,M,Martin Ådahl,32,Fredrik Reinfeldt,140,73,01802704,37,,Cecilia Wikström,13,22,FP,C,,M,C,M,1,Bromma 4 Riksby-Bromma flygplats,45,FP,,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,32,Fredrik Reinfeldt,126,63,01802705,27,15,Cecilia Wikström,12,20,FP,KD,1,M,KD,M,1,Bromma 5 Åkeshov-Åkeslund,50,FP,16,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,31,Fredrik Reinfeldt,117,75,01802706,20,19,Cecilia Wikström,12,20,FP,KD,1,M,KD,M,1,Bromma 6 Riksby-Brommaplan,47,FP,20,,,
